link1	link2	value
37.0	94.0	0.02
37.0	95.0	0.21
38.0	1.0	0.21
38.0	2.0	0.21
38.0	3.0	0.17
38.0	4.0	0.18
38.0	5.0	0.19
38.0	6.0	0.13
38.0	7.0	0.16
38.0	8.0	0.15
38.0	9.0	0.17
38.0	10.0	0.11
38.0	11.0	0.13
38.0	12.0	0.13
38.0	13.0	0.15
38.0	14.0	0.17
38.0	15.0	0.12
38.0	16.0	0.05
38.0	17.0	0.04
38.0	18.0	0.04
38.0	19.0	0.06
38.0	20.0	0.03
38.0	21.0	0.18
38.0	22.0	0.48
38.0	23.0	0.51
38.0	24.0	0.49
38.0	25.0	0.44
38.0	26.0	0.45
38.0	27.0	0.35
38.0	28.0	0.46
38.0	29.0	0.51
38.0	30.0	0.4
38.0	31.0	0.42
38.0	32.0	0.41
38.0	33.0	0.59
38.0	34.0	0.4
38.0	35.0	0.37
38.0	36.0	0.51
38.0	37.0	0.45
38	38	0
38.0	39.0	0.39
38.0	40.0	0.36
38.0	41.0	0.45
38.0	42.0	0.4
38.0	43.0	0.53
38.0	44.0	0.52
38.0	45.0	0.48
38.0	46.0	0.46
38.0	47.0	0.47
38.0	48.0	0.57
38.0	49.0	0.56
38.0	50.0	0.45
38.0	51.0	0.45
38.0	52.0	0.49
38.0	53.0	0.14
38.0	54.0	0.16
38.0	55.0	0.13
38.0	56.0	0.12
38.0	57.0	0.17
38.0	58.0	0.2
38.0	59.0	0.16
38.0	60.0	0.13
38.0	61.0	0.07
38.0	62.0	0.11
38.0	63.0	0.2
38.0	64.0	0.12
38.0	65.0	0.14
38.0	66.0	0.44
38.0	67.0	0.25
38.0	68.0	0.4
38.0	69.0	0.22
38.0	70.0	0.4
38.0	71.0	0.42
38.0	72.0	0.38
38.0	73.0	0.4
38.0	74.0	0.35
38.0	75.0	0.41
38.0	76.0	0.4
38.0	77.0	0.43
38.0	78.0	0.4
38.0	79.0	0.33
38.0	80.0	0.19
38.0	81.0	0.27
38.0	82.0	0.4
38.0	83.0	0.4
38.0	84.0	0.37
38.0	85.0	0.29
38.0	86.0	0.03
38.0	87.0	0.41
38.0	88.0	0.39
38.0	89.0	0.37
38.0	90.0	0.38
38.0	91.0	0.41
38.0	92.0	0.35
38.0	93.0	0.39
38.0	94.0	0.02
38.0	95.0	0.15
39.0	1.0	0.22
39.0	2.0	0.19
39.0	3.0	0.17
39.0	4.0	0.16
39.0	5.0	0.2
39.0	6.0	0.15
39.0	7.0	0.13
39.0	8.0	0.14
39.0	9.0	0.17
39.0	10.0	0.13
39.0	11.0	0.13
39.0	12.0	0.13
39.0	13.0	0.16
39.0	14.0	0.2
39.0	15.0	0.14
39.0	16.0	0.06
39.0	17.0	0.05
39.0	18.0	0.05
39.0	19.0	0.08
39.0	20.0	0.04
39.0	21.0	0.21
39.0	22.0	0.43
39.0	23.0	0.47
39.0	24.0	0.47
39.0	25.0	0.43
39.0	26.0	0.42
39.0	27.0	0.28
39.0	28.0	0.46
39.0	29.0	0.47
39.0	30.0	0.33
39.0	31.0	0.45
39.0	32.0	0.45
39.0	33.0	0.48
39.0	34.0	0.36
39.0	35.0	0.41
39.0	36.0	0.49
39.0	37.0	0.35
39.0	38.0	0.39
39	39	0
39.0	40.0	0.38
39.0	41.0	0.39
39.0	42.0	0.4
39.0	43.0	0.38
39.0	44.0	0.45
39.0	45.0	0.48
39.0	46.0	0.46
39.0	47.0	0.43
39.0	48.0	0.48
39.0	49.0	0.43
39.0	50.0	0.44
39.0	51.0	0.47
39.0	52.0	0.47
39.0	53.0	0.17
39.0	54.0	0.19
39.0	55.0	0.17
39.0	56.0	0.13
39.0	57.0	0.2
39.0	58.0	0.25
39.0	59.0	0.2
39.0	60.0	0.16
39.0	61.0	0.09
39.0	62.0	0.12
39.0	63.0	0.25
39.0	64.0	0.13
39.0	65.0	0.16
39.0	66.0	0.42
39.0	67.0	0.28
39.0	68.0	0.42
39.0	69.0	0.26
39.0	70.0	0.4
39.0	71.0	0.43
39.0	72.0	0.39
39.0	73.0	0.41
39.0	74.0	0.34
39.0	75.0	0.41
39.0	76.0	0.42
39.0	77.0	0.44
39.0	78.0	0.44
39.0	79.0	0.35
39.0	80.0	0.2
39.0	81.0	0.29
39.0	82.0	0.44
39.0	83.0	0.43
39.0	84.0	0.39
39.0	85.0	0.31
39.0	86.0	0.05
39.0	87.0	0.43
39.0	88.0	0.41
39.0	89.0	0.4
39.0	90.0	0.41
39.0	91.0	0.43
39.0	92.0	0.37
39.0	93.0	0.4
39.0	94.0	0.02
39.0	95.0	0.17
40.0	1.0	0.25
40.0	2.0	0.24
40.0	3.0	0.19
40.0	4.0	0.18
40.0	5.0	0.2
40.0	6.0	0.13
40.0	7.0	0.16
40.0	8.0	0.16
40.0	9.0	0.17
40.0	10.0	0.15
40.0	11.0	0.15
40.0	12.0	0.17
40.0	13.0	0.15
40.0	14.0	0.17
40.0	15.0	0.11
40.0	16.0	0.12
40.0	17.0	0.1
40.0	18.0	0.11
40.0	19.0	0.17
40.0	20.0	0.09
40.0	21.0	0.23
40.0	22.0	0.39
40.0	23.0	0.41
40.0	24.0	0.4
40.0	25.0	0.38
40.0	26.0	0.37
40.0	27.0	0.27
40.0	28.0	0.41
40.0	29.0	0.4
40.0	30.0	0.33
40.0	31.0	0.38
40.0	32.0	0.64
40.0	33.0	0.42
40.0	34.0	0.34
40.0	35.0	0.63
40.0	36.0	0.44
40.0	37.0	0.34
40.0	38.0	0.36
40.0	39.0	0.38
40	40	0
40.0	41.0	0.35
40.0	42.0	0.38
40.0	43.0	0.34
40.0	44.0	0.42
40.0	45.0	0.42
40.0	46.0	0.42
40.0	47.0	0.38
40.0	48.0	0.44
40.0	49.0	0.39
40.0	50.0	0.38
40.0	51.0	0.45
40.0	52.0	0.4
40.0	53.0	0.18
40.0	54.0	0.18
40.0	55.0	0.14
40.0	56.0	0.19
40.0	57.0	0.19
40.0	58.0	0.2
40.0	59.0	0.16
40.0	60.0	0.15
40.0	61.0	0.08
40.0	62.0	0.11
40.0	63.0	0.23
40.0	64.0	0.14
40.0	65.0	0.15
40.0	66.0	0.37
40.0	67.0	0.27
40.0	68.0	0.37
40.0	69.0	0.22
40.0	70.0	0.37
40.0	71.0	0.37
40.0	72.0	0.36
40.0	73.0	0.35
40.0	74.0	0.3
40.0	75.0	0.36
40.0	76.0	0.35
40.0	77.0	0.4
40.0	78.0	0.35
40.0	79.0	0.3
40.0	80.0	0.21
40.0	81.0	0.26
40.0	82.0	0.38
40.0	83.0	0.38
40.0	84.0	0.33
40.0	85.0	0.3
40.0	86.0	0.1
40.0	87.0	0.36
40.0	88.0	0.36
40.0	89.0	0.34
40.0	90.0	0.35
40.0	91.0	0.37
40.0	92.0	0.34
40.0	93.0	0.35
40.0	94.0	0.01
40.0	95.0	0.18
41.0	1.0	0.23
41.0	2.0	0.2
41.0	3.0	0.19
41.0	4.0	0.17
41.0	5.0	0.2
41.0	6.0	0.14
41.0	7.0	0.14
41.0	8.0	0.15
41.0	9.0	0.18
41.0	10.0	0.13
41.0	11.0	0.14
41.0	12.0	0.14
41.0	13.0	0.16
41.0	14.0	0.19
41.0	15.0	0.14
41.0	16.0	0.06
41.0	17.0	0.04
41.0	18.0	0.05
41.0	19.0	0.07
41.0	20.0	0.04
41.0	21.0	0.19
41.0	22.0	0.44
41.0	23.0	0.51
41.0	24.0	0.46
41.0	25.0	0.43
41.0	26.0	0.42
41.0	27.0	0.32
41.0	28.0	0.44
41.0	29.0	0.44
41.0	30.0	0.35
41.0	31.0	0.42
41.0	32.0	0.41
41.0	33.0	0.49
41.0	34.0	0.39
41.0	35.0	0.36
41.0	36.0	0.45
41.0	37.0	0.38
41.0	38.0	0.45
41.0	39.0	0.39
41.0	40.0	0.35
41	41	0
41.0	42.0	0.4
41.0	43.0	0.37
41.0	44.0	0.46
41.0	45.0	0.46
41.0	46.0	0.45
41.0	47.0	0.43
41.0	48.0	0.51
41.0	49.0	0.44
41.0	50.0	0.42
41.0	51.0	0.46
41.0	52.0	0.48
41.0	53.0	0.17
41.0	54.0	0.19
41.0	55.0	0.14
41.0	56.0	0.13
41.0	57.0	0.2
41.0	58.0	0.26
41.0	59.0	0.19
41.0	60.0	0.15
41.0	61.0	0.09
41.0	62.0	0.12
41.0	63.0	0.23
41.0	64.0	0.13
41.0	65.0	0.16
41.0	66.0	0.41
41.0	67.0	0.27
41.0	68.0	0.39
41.0	69.0	0.25
41.0	70.0	0.37
41.0	71.0	0.41
41.0	72.0	0.38
41.0	73.0	0.38
41.0	74.0	0.33
41.0	75.0	0.39
41.0	76.0	0.38
41.0	77.0	0.42
41.0	78.0	0.39
41.0	79.0	0.32
41.0	80.0	0.18
41.0	81.0	0.27
41.0	82.0	0.4
41.0	83.0	0.41
41.0	84.0	0.37
41.0	85.0	0.29
41.0	86.0	0.04
41.0	87.0	0.4
41.0	88.0	0.38
41.0	89.0	0.36
41.0	90.0	0.39
41.0	91.0	0.4
41.0	92.0	0.35
41.0	93.0	0.39
41.0	94.0	0.02
41.0	95.0	0.18
42.0	1.0	0.15
42.0	2.0	0.14
42.0	3.0	0.12
42.0	4.0	0.12
42.0	5.0	0.16
42.0	6.0	0.09
42.0	7.0	0.1
42.0	8.0	0.11
42.0	9.0	0.13
42.0	10.0	0.09
42.0	11.0	0.1
42.0	12.0	0.1
42.0	13.0	0.1
42.0	14.0	0.13
42.0	15.0	0.09
42.0	16.0	0.1
42.0	17.0	0.11
42.0	18.0	0.1
42.0	19.0	0.12
42.0	20.0	0.09
42.0	21.0	0.16
42.0	22.0	0.43
42.0	23.0	0.45
42.0	24.0	0.5
42.0	25.0	0.45
42.0	26.0	0.42
42.0	27.0	0.27
42.0	28.0	0.47
42.0	29.0	0.55
42.0	30.0	0.31
42.0	31.0	0.47
42.0	32.0	0.42
42.0	33.0	0.48
42.0	34.0	0.36
42.0	35.0	0.36
42.0	36.0	0.51
42.0	37.0	0.42
42.0	38.0	0.4
42.0	39.0	0.4
42.0	40.0	0.38
42.0	41.0	0.4
42	42	0
42.0	43.0	0.43
42.0	44.0	0.49
42.0	45.0	0.49
42.0	46.0	0.5
42.0	47.0	0.47
42.0	48.0	0.47
42.0	49.0	0.46
42.0	50.0	0.43
42.0	51.0	0.52
42.0	52.0	0.52
42.0	53.0	0.16
42.0	54.0	0.14
42.0	55.0	0.1
42.0	56.0	0.16
42.0	57.0	0.14
42.0	58.0	0.16
42.0	59.0	0.12
42.0	60.0	0.12
42.0	61.0	0.07
42.0	62.0	0.09
42.0	63.0	0.16
42.0	64.0	0.1
42.0	65.0	0.11
42.0	66.0	0.41
42.0	67.0	0.2
42.0	68.0	0.41
42.0	69.0	0.18
42.0	70.0	0.43
42.0	71.0	0.42
42.0	72.0	0.38
42.0	73.0	0.41
42.0	74.0	0.37
42.0	75.0	0.39
42.0	76.0	0.44
42.0	77.0	0.4
42.0	78.0	0.43
42.0	79.0	0.3
42.0	80.0	0.2
42.0	81.0	0.28
42.0	82.0	0.4
42.0	83.0	0.41
42.0	84.0	0.38
42.0	85.0	0.31
42.0	86.0	0.11
42.0	87.0	0.45
42.0	88.0	0.39
42.0	89.0	0.39
42.0	90.0	0.36
42.0	91.0	0.44
42.0	92.0	0.36
42.0	93.0	0.39
42.0	94.0	0.01
42.0	95.0	0.12
43.0	1.0	0.18
43.0	2.0	0.17
43.0	3.0	0.14
43.0	4.0	0.14
43.0	5.0	0.18
43.0	6.0	0.11
43.0	7.0	0.13
43.0	8.0	0.13
43.0	9.0	0.15
43.0	10.0	0.1
43.0	11.0	0.11
43.0	12.0	0.12
43.0	13.0	0.13
43.0	14.0	0.16
43.0	15.0	0.1
43.0	16.0	0.09
43.0	17.0	0.07
43.0	18.0	0.08
43.0	19.0	0.1
43.0	20.0	0.07
43.0	21.0	0.17
43.0	22.0	0.42
43.0	23.0	0.44
43.0	24.0	0.48
43.0	25.0	0.43
43.0	26.0	0.41
43.0	27.0	0.26
43.0	28.0	0.43
43.0	29.0	0.48
43.0	30.0	0.33
43.0	31.0	0.44
43.0	32.0	0.39
43.0	33.0	0.49
43.0	34.0	0.35
43.0	35.0	0.34
43.0	36.0	0.49
43.0	37.0	0.36
43.0	38.0	0.53
43.0	39.0	0.38
43.0	40.0	0.34
43.0	41.0	0.37
43.0	42.0	0.43
43	43	0
43.0	44.0	0.46
43.0	45.0	0.46
43.0	46.0	0.49
43.0	47.0	0.46
43.0	48.0	0.5
43.0	49.0	0.49
43.0	50.0	0.42
43.0	51.0	0.45
43.0	52.0	0.47
43.0	53.0	0.16
43.0	54.0	0.16
43.0	55.0	0.11
43.0	56.0	0.12
43.0	57.0	0.16
43.0	58.0	0.18
43.0	59.0	0.14
43.0	60.0	0.13
43.0	61.0	0.08
43.0	62.0	0.1
43.0	63.0	0.2
43.0	64.0	0.12
43.0	65.0	0.13
43.0	66.0	0.39
43.0	67.0	0.22
43.0	68.0	0.4
43.0	69.0	0.21
43.0	70.0	0.39
43.0	71.0	0.39
43.0	72.0	0.36
43.0	73.0	0.39
43.0	74.0	0.35
43.0	75.0	0.37
43.0	76.0	0.39
43.0	77.0	0.38
43.0	78.0	0.4
43.0	79.0	0.31
43.0	80.0	0.21
43.0	81.0	0.26
43.0	82.0	0.39
43.0	83.0	0.39
43.0	84.0	0.35
43.0	85.0	0.28
43.0	86.0	0.1
43.0	87.0	0.4
43.0	88.0	0.36
43.0	89.0	0.36
43.0	90.0	0.36
43.0	91.0	0.4
43.0	92.0	0.34
43.0	93.0	0.36
43.0	94.0	0.02
43.0	95.0	0.14
44.0	1.0	0.24
44.0	2.0	0.23
44.0	3.0	0.2
44.0	4.0	0.2
44.0	5.0	0.23
44.0	6.0	0.14
44.0	7.0	0.18
44.0	8.0	0.18
44.0	9.0	0.2
44.0	10.0	0.16
44.0	11.0	0.14
44.0	12.0	0.15
44.0	13.0	0.17
44.0	14.0	0.19
44.0	15.0	0.12
44.0	16.0	0.08
44.0	17.0	0.06
44.0	18.0	0.07
44.0	19.0	0.1
44.0	20.0	0.05
44.0	21.0	0.21
44.0	22.0	0.56
44.0	23.0	0.54
44.0	24.0	0.56
44.0	25.0	0.5
44.0	26.0	0.48
44.0	27.0	0.34
44.0	28.0	0.53
44.0	29.0	0.55
44.0	30.0	0.38
44.0	31.0	0.51
44.0	32.0	0.48
44.0	33.0	0.56
44.0	34.0	0.43
44.0	35.0	0.43
44.0	36.0	0.58
44.0	37.0	0.42
44.0	38.0	0.52
44.0	39.0	0.45
44.0	40.0	0.42
44.0	41.0	0.46
44.0	42.0	0.49
44.0	43.0	0.46
44	44	0
44.0	45.0	0.57
44.0	46.0	0.55
44.0	47.0	0.51
44.0	48.0	0.56
44.0	49.0	0.52
44.0	50.0	0.5
44.0	51.0	0.54
44.0	52.0	0.58
44.0	53.0	0.18
44.0	54.0	0.19
44.0	55.0	0.14
44.0	56.0	0.15
44.0	57.0	0.2
44.0	58.0	0.22
44.0	59.0	0.18
44.0	60.0	0.15
44.0	61.0	0.09
44.0	62.0	0.12
44.0	63.0	0.23
44.0	64.0	0.13
44.0	65.0	0.15
44.0	66.0	0.52
44.0	67.0	0.28
44.0	68.0	0.48
44.0	69.0	0.25
44.0	70.0	0.48
44.0	71.0	0.49
44.0	72.0	0.45
44.0	73.0	0.47
44.0	74.0	0.42
44.0	75.0	0.49
44.0	76.0	0.48
44.0	77.0	0.49
44.0	78.0	0.5
44.0	79.0	0.38
44.0	80.0	0.22
44.0	81.0	0.32
44.0	82.0	0.49
44.0	83.0	0.48
44.0	84.0	0.44
44.0	85.0	0.36
44.0	86.0	0.07
44.0	87.0	0.49
44.0	88.0	0.48
44.0	89.0	0.45
44.0	90.0	0.44
44.0	91.0	0.48
44.0	92.0	0.42
44.0	93.0	0.47
44.0	94.0	0.02
44.0	95.0	0.17
45.0	1.0	0.23
45.0	2.0	0.22
45.0	3.0	0.19
45.0	4.0	0.19
45.0	5.0	0.22
45.0	6.0	0.15
45.0	7.0	0.18
45.0	8.0	0.17
45.0	9.0	0.19
45.0	10.0	0.15
45.0	11.0	0.13
45.0	12.0	0.14
45.0	13.0	0.18
45.0	14.0	0.18
45.0	15.0	0.12
45.0	16.0	0.06
45.0	17.0	0.04
45.0	18.0	0.05
45.0	19.0	0.06
45.0	20.0	0.04
45.0	21.0	0.2
45.0	22.0	0.53
45.0	23.0	0.56
45.0	24.0	0.57
45.0	25.0	0.52
45.0	26.0	0.5
45.0	27.0	0.31
45.0	28.0	0.54
45.0	29.0	0.57
45.0	30.0	0.37
45.0	31.0	0.52
45.0	32.0	0.47
45.0	33.0	0.59
45.0	34.0	0.45
45.0	35.0	0.42
45.0	36.0	0.58
45.0	37.0	0.42
45.0	38.0	0.48
45.0	39.0	0.48
45.0	40.0	0.42
45.0	41.0	0.46
45.0	42.0	0.49
45.0	43.0	0.46
45.0	44.0	0.57
45	45	0
45.0	46.0	0.58
45.0	47.0	0.54
45.0	48.0	0.63
45.0	49.0	0.52
45.0	50.0	0.53
45.0	51.0	0.56
45.0	52.0	0.55
45.0	53.0	0.17
45.0	54.0	0.18
45.0	55.0	0.14
45.0	56.0	0.13
45.0	57.0	0.19
45.0	58.0	0.22
45.0	59.0	0.18
45.0	60.0	0.15
45.0	61.0	0.1
45.0	62.0	0.12
45.0	63.0	0.22
45.0	64.0	0.14
45.0	65.0	0.15
45.0	66.0	0.51
45.0	67.0	0.27
45.0	68.0	0.5
45.0	69.0	0.24
45.0	70.0	0.49
45.0	71.0	0.5
45.0	72.0	0.46
45.0	73.0	0.49
45.0	74.0	0.42
45.0	75.0	0.5
45.0	76.0	0.51
45.0	77.0	0.49
45.0	78.0	0.51
45.0	79.0	0.43
45.0	80.0	0.22
45.0	81.0	0.34
45.0	82.0	0.48
45.0	83.0	0.49
45.0	84.0	0.46
45.0	85.0	0.36
45.0	86.0	0.04
45.0	87.0	0.51
45.0	88.0	0.47
45.0	89.0	0.46
45.0	90.0	0.45
45.0	91.0	0.51
45.0	92.0	0.44
45.0	93.0	0.5
45.0	94.0	0.02
45.0	95.0	0.17
46.0	1.0	0.24
46.0	2.0	0.23
46.0	3.0	0.19
46.0	4.0	0.21
46.0	5.0	0.2
46.0	6.0	0.14
46.0	7.0	0.16
46.0	8.0	0.18
46.0	9.0	0.19
46.0	10.0	0.12
46.0	11.0	0.13
46.0	12.0	0.15
46.0	13.0	0.17
46.0	14.0	0.2
46.0	15.0	0.12
46.0	16.0	0.09
46.0	17.0	0.06
46.0	18.0	0.07
46.0	19.0	0.12
46.0	20.0	0.06
46.0	21.0	0.22
46.0	22.0	0.58
46.0	23.0	0.52
46.0	24.0	0.56
46.0	25.0	0.57
46.0	26.0	0.48
46.0	27.0	0.3
46.0	28.0	0.52
46.0	29.0	0.56
46.0	30.0	0.37
46.0	31.0	0.57
46.0	32.0	0.49
46.0	33.0	0.55
46.0	34.0	0.42
46.0	35.0	0.44
46.0	36.0	0.57
46.0	37.0	0.38
46.0	38.0	0.46
46.0	39.0	0.46
46.0	40.0	0.42
46.0	41.0	0.45
46.0	42.0	0.5
46.0	43.0	0.49
46.0	44.0	0.55
46.0	45.0	0.58
46	46	0
46.0	47.0	0.54
46.0	48.0	0.6
46.0	49.0	0.51
46.0	50.0	0.49
46.0	51.0	0.55
46.0	52.0	0.6
46.0	53.0	0.18
46.0	54.0	0.18
46.0	55.0	0.14
46.0	56.0	0.16
46.0	57.0	0.2
46.0	58.0	0.22
46.0	59.0	0.17
46.0	60.0	0.15
46.0	61.0	0.09
46.0	62.0	0.12
46.0	63.0	0.23
46.0	64.0	0.15
46.0	65.0	0.15
46.0	66.0	0.49
46.0	67.0	0.28
46.0	68.0	0.45
46.0	69.0	0.26
46.0	70.0	0.46
46.0	71.0	0.47
46.0	72.0	0.43
46.0	73.0	0.45
46.0	74.0	0.4
46.0	75.0	0.46
46.0	76.0	0.47
46.0	77.0	0.47
46.0	78.0	0.46
46.0	79.0	0.38
46.0	80.0	0.22
46.0	81.0	0.3
46.0	82.0	0.47
46.0	83.0	0.47
46.0	84.0	0.42
46.0	85.0	0.34
46.0	86.0	0.08
46.0	87.0	0.48
46.0	88.0	0.45
46.0	89.0	0.43
46.0	90.0	0.42
46.0	91.0	0.47
46.0	92.0	0.42
46.0	93.0	0.47
46.0	94.0	0.02
46.0	95.0	0.18
47.0	1.0	0.18
47.0	2.0	0.18
47.0	3.0	0.14
47.0	4.0	0.18
47.0	5.0	0.17
47.0	6.0	0.11
47.0	7.0	0.14
47.0	8.0	0.13
47.0	9.0	0.15
47.0	10.0	0.1
47.0	11.0	0.12
47.0	12.0	0.12
47.0	13.0	0.13
47.0	14.0	0.16
47.0	15.0	0.1
47.0	16.0	0.05
47.0	17.0	0.04
47.0	18.0	0.04
47.0	19.0	0.06
47.0	20.0	0.03
47.0	21.0	0.16
47.0	22.0	0.45
47.0	23.0	0.51
47.0	24.0	0.53
47.0	25.0	0.49
47.0	26.0	0.46
47.0	27.0	0.31
47.0	28.0	0.48
47.0	29.0	0.56
47.0	30.0	0.35
47.0	31.0	0.49
47.0	32.0	0.43
47.0	33.0	0.54
47.0	34.0	0.4
47.0	35.0	0.38
47.0	36.0	0.55
47.0	37.0	0.53
47.0	38.0	0.47
47.0	39.0	0.43
47.0	40.0	0.38
47.0	41.0	0.43
47.0	42.0	0.47
47.0	43.0	0.46
47.0	44.0	0.51
47.0	45.0	0.54
47.0	46.0	0.54
47	47	0
47.0	48.0	0.55
47.0	49.0	0.53
47.0	50.0	0.46
47.0	51.0	0.55
47.0	52.0	0.54
47.0	53.0	0.14
47.0	54.0	0.16
47.0	55.0	0.12
47.0	56.0	0.12
47.0	57.0	0.17
47.0	58.0	0.18
47.0	59.0	0.15
47.0	60.0	0.13
47.0	61.0	0.08
47.0	62.0	0.1
47.0	63.0	0.18
47.0	64.0	0.12
47.0	65.0	0.13
47.0	66.0	0.45
47.0	67.0	0.22
47.0	68.0	0.44
47.0	69.0	0.2
47.0	70.0	0.43
47.0	71.0	0.45
47.0	72.0	0.4
47.0	73.0	0.44
47.0	74.0	0.39
47.0	75.0	0.43
47.0	76.0	0.45
47.0	77.0	0.43
47.0	78.0	0.46
47.0	79.0	0.34
47.0	80.0	0.21
47.0	81.0	0.29
47.0	82.0	0.41
47.0	83.0	0.44
47.0	84.0	0.41
47.0	85.0	0.32
47.0	86.0	0.03
47.0	87.0	0.47
47.0	88.0	0.41
47.0	89.0	0.41
47.0	90.0	0.39
47.0	91.0	0.46
47.0	92.0	0.39
47.0	93.0	0.42
47.0	94.0	0.01
47.0	95.0	0.14
48.0	1.0	0.27
48.0	2.0	0.25
48.0	3.0	0.21
48.0	4.0	0.22
48.0	5.0	0.25
48.0	6.0	0.17
48.0	7.0	0.21
48.0	8.0	0.19
48.0	9.0	0.21
48.0	10.0	0.14
48.0	11.0	0.16
48.0	12.0	0.15
48.0	13.0	0.19
48.0	14.0	0.22
48.0	15.0	0.14
48.0	16.0	0.05
48.0	17.0	0.04
48.0	18.0	0.05
48.0	19.0	0.06
48.0	20.0	0.04
48.0	21.0	0.24
48.0	22.0	0.57
48.0	23.0	0.66
48.0	24.0	0.59
48.0	25.0	0.54
48.0	26.0	0.55
48.0	27.0	0.36
48.0	28.0	0.55
48.0	29.0	0.57
48.0	30.0	0.45
48.0	31.0	0.51
48.0	32.0	0.49
48.0	33.0	0.64
48.0	34.0	0.51
48.0	35.0	0.45
48.0	36.0	0.57
48.0	37.0	0.5
48.0	38.0	0.57
48.0	39.0	0.48
48.0	40.0	0.44
48.0	41.0	0.51
48.0	42.0	0.47
48.0	43.0	0.5
48.0	44.0	0.56
48.0	45.0	0.63
48.0	46.0	0.6
48.0	47.0	0.55
48	48	0
48.0	49.0	0.59
48.0	50.0	0.56
48.0	51.0	0.56
48.0	52.0	0.57
48.0	53.0	0.19
48.0	54.0	0.21
48.0	55.0	0.18
48.0	56.0	0.13
48.0	57.0	0.23
48.0	58.0	0.29
48.0	59.0	0.21
48.0	60.0	0.18
48.0	61.0	0.11
48.0	62.0	0.14
48.0	63.0	0.27
48.0	64.0	0.16
48.0	65.0	0.19
48.0	66.0	0.51
48.0	67.0	0.32
48.0	68.0	0.49
48.0	69.0	0.28
48.0	70.0	0.47
48.0	71.0	0.49
48.0	72.0	0.46
48.0	73.0	0.48
48.0	74.0	0.42
48.0	75.0	0.5
48.0	76.0	0.47
48.0	77.0	0.5
48.0	78.0	0.49
48.0	79.0	0.44
48.0	80.0	0.23
48.0	81.0	0.34
48.0	82.0	0.49
48.0	83.0	0.47
48.0	84.0	0.45
48.0	85.0	0.36
48.0	86.0	0.04
48.0	87.0	0.49
48.0	88.0	0.46
48.0	89.0	0.45
48.0	90.0	0.46
48.0	91.0	0.49
48.0	92.0	0.43
48.0	93.0	0.48
48.0	94.0	0.02
48.0	95.0	0.18
49.0	1.0	0.26
49.0	2.0	0.25
49.0	3.0	0.2
49.0	4.0	0.2
49.0	5.0	0.24
49.0	6.0	0.16
49.0	7.0	0.18
49.0	8.0	0.19
49.0	9.0	0.22
49.0	10.0	0.14
49.0	11.0	0.16
49.0	12.0	0.15
49.0	13.0	0.19
49.0	14.0	0.23
49.0	15.0	0.15
49.0	16.0	0.06
49.0	17.0	0.04
49.0	18.0	0.05
49.0	19.0	0.06
49.0	20.0	0.04
49.0	21.0	0.23
49.0	22.0	0.46
49.0	23.0	0.56
49.0	24.0	0.52
49.0	25.0	0.49
49.0	26.0	0.48
49.0	27.0	0.34
49.0	28.0	0.53
49.0	29.0	0.58
49.0	30.0	0.47
49.0	31.0	0.48
49.0	32.0	0.45
49.0	33.0	0.61
49.0	34.0	0.42
49.0	35.0	0.42
49.0	36.0	0.56
49.0	37.0	0.63
49.0	38.0	0.56
49.0	39.0	0.43
49.0	40.0	0.39
49.0	41.0	0.44
49.0	42.0	0.46
49.0	43.0	0.49
49.0	44.0	0.52
49.0	45.0	0.52
49.0	46.0	0.51
49.0	47.0	0.53
49.0	48.0	0.59
49	49	0
49.0	50.0	0.47
49.0	51.0	0.49
49.0	52.0	0.49
49.0	53.0	0.18
49.0	54.0	0.2
49.0	55.0	0.18
49.0	56.0	0.12
49.0	57.0	0.22
49.0	58.0	0.26
49.0	59.0	0.22
49.0	60.0	0.18
49.0	61.0	0.1
49.0	62.0	0.14
49.0	63.0	0.27
49.0	64.0	0.15
49.0	65.0	0.18
49.0	66.0	0.44
49.0	67.0	0.31
49.0	68.0	0.43
49.0	69.0	0.28
49.0	70.0	0.4
49.0	71.0	0.43
49.0	72.0	0.4
49.0	73.0	0.41
49.0	74.0	0.35
49.0	75.0	0.44
49.0	76.0	0.4
49.0	77.0	0.44
49.0	78.0	0.43
49.0	79.0	0.35
49.0	80.0	0.2
49.0	81.0	0.3
49.0	82.0	0.44
49.0	83.0	0.44
49.0	84.0	0.41
49.0	85.0	0.32
49.0	86.0	0.03
49.0	87.0	0.43
49.0	88.0	0.42
49.0	89.0	0.39
49.0	90.0	0.43
49.0	91.0	0.43
49.0	92.0	0.39
49.0	93.0	0.4
49.0	94.0	0.03
49.0	95.0	0.19
50.0	1.0	0.24
50.0	2.0	0.21
50.0	3.0	0.2
50.0	4.0	0.19
50.0	5.0	0.22
50.0	6.0	0.15
50.0	7.0	0.2
50.0	8.0	0.17
50.0	9.0	0.2
50.0	10.0	0.2
50.0	11.0	0.14
50.0	12.0	0.14
50.0	13.0	0.17
50.0	14.0	0.23
50.0	15.0	0.16
50.0	16.0	0.06
50.0	17.0	0.05
50.0	18.0	0.06
50.0	19.0	0.07
50.0	20.0	0.04
50.0	21.0	0.23
50.0	22.0	0.48
50.0	23.0	0.55
50.0	24.0	0.51
50.0	25.0	0.47
50.0	26.0	0.46
50.0	27.0	0.31
50.0	28.0	0.49
50.0	29.0	0.5
50.0	30.0	0.37
